(u'duolingo.com', 'duolingo.co.nz.', 'duolingo.co.nz', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'duolongo.com.', 'duolongo.com', u'homo', '199.59.242.150')
(u'duolingo.com', 'doolingo.com.', 'doolingo.com', u'homo', '207.244.67.138')
(u'duolingo.com', 'duolingom.com.', 'duolingom.com', u'typo', '141.8.224.169')
(u'duolingo.com', 'dduolingo.com.', 'dduolingo.com', u'typo', '54.72.9.51')
(u'duolingo.com', 'duollingo.com.', 'duollingo.com', u'typo', '162.210.195.123')
(u'duolingo.com', 'duolino.com.', 'duolino.com', u'typo', '89.31.143.1')
(u'duolingo.com', 'duoling.com.', 'duoling.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'dulingo.co.uk.', 'dulingo.co.uk', u'typo', '199.59.242.150')
(u'duolingo.com', 'duolimgo.com.', 'duolimgo.com', u'homo', '185.53.179.7')
(u'duolingo.com', 'certificado-duolingo.com.', 'certificado-duolingo.com', 'combo', '184.168.221.51')
(u'duolingo.com', 'duoling.de.', 'duoling.de', u'typo', '54.72.9.51')
(u'duolingo.com', 'dulingo.de.', 'dulingo.de', u'typo', '89.110.131.195')
(u'duolingo.com', 'duolinggo.com.', 'duolinggo.com', u'typo', '141.8.224.183')
(u'duolingo.com', 'duolingo.ch.', 'duolingo.ch', 'wrongTLD', '185.53.177.20')
(u'duolingo.com', 'duolingo.jp.', 'duolingo.jp', 'wrongTLD', '199.59.242.150')
(u'duolingo.com', 'doulingo.fm.', 'doulingo.fm', u'typo', '173.230.131.38')
(u'duolingo.com', 'duolngo.com.', 'duolngo.com', u'typo', '103.224.182.241')
(u'duolingo.com', 'duelingo.com.', 'duelingo.com', u'homo', '195.74.38.34')
(u'duolingo.com', 'duoolingo.com.', 'duoolingo.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'duoligno.com.', 'duoligno.com', u'typo', '54.72.9.51')
(u'duolingo.com', 'dulingo.org.', 'dulingo.org', u'typo', '141.8.224.93')
(u'duolingo.com', 'dolingo.de.', 'dolingo.de', u'typo', '166.78.121.55')
(u'duolingo.com', 'duolingot.com.', 'duolingot.com', u'typo', '141.8.224.93')
(u'duolingo.com', 'duoingo.com.', 'duoingo.com', u'typo', '208.73.211.165')
(u'duolingo.com', 'duulingo.com.', 'duulingo.com', u'homo', '185.53.178.6')
(u'duolingo.com', 'duooingo.com.', 'duooingo.com', u'typo', '103.224.212.191')
(u'duolingo.com', 'duolingo.cn.', 'duolingo.cn', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'duollingo.com.', 'duollingo.com', u'typo', '5.79.68.109')
(u'duolingo.com', 'duolingvo.com.', 'duolingvo.com', u'typo', '185.53.178.7')
(u'duolingo.com', 'duolingo.fm.', 'duolingo.fm', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'duodingo.com.', 'duodingo.com', u'bits', '82.98.135.43')
(u'duolingo.com', 'duolingo.org.', 'duolingo.org', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'dualingo.com.', 'dualingo.com', u'homo', '54.72.9.51')
(u'duolingo.com', 'duoligo.com.', 'duoligo.com', u'typo', '103.224.182.240')
(u'duolingo.com', 'duolingoo.com.', 'duolingoo.com', u'typo', '185.53.178.7')
(u'duolingo.com', 'duolingo.net.', 'duolingo.net', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'uolingo.com.', 'uolingo.com', u'typo', '185.53.179.7')
(u'duolingo.com', 'dulingo.com.', 'dulingo.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'daolingo.com.', 'daolingo.com', u'homo', '185.53.178.7')
(u'duolingo.com', 'duolingo.no.', 'duolingo.no', 'wrongTLD', '54.72.9.51')
(u'duolingo.com', 'duolingos.com.', 'duolingos.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'duolino.de.', 'duolino.de', u'typo', '89.31.143.1')
(u'duolingo.com', 'duolengo.com.', 'duolengo.com', u'homo', '72.52.179.174')
(u'duolingo.com', 'duoliongo.com.', 'duoliongo.com', u'typo', '162.210.196.166')
(u'duolingo.com', 'duoingo.com.', 'duoingo.com', u'typo', '208.73.211.177')
(u'duolingo.com', 'duoliongo.com.', 'duoliongo.com', u'typo', '162.210.196.167')
(u'duolingo.com', 'duolingo.at.', 'duolingo.at', 'wrongTLD', '185.53.177.20')
(u'duolingo.com', 'duolingo.xyz.', 'duolingo.xyz', 'wrongTLD', '192.64.147.209')
(u'duolingo.com', 'duolingo.ir.', 'duolingo.ir', 'wrongTLD', '164.138.16.201')
(u'duolingo.com', 'duolingo.biz.', 'duolingo.biz', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'buolingo.com.', 'buolingo.com', u'homo', '141.8.224.169')
(u'duolingo.com', 'duodingo.es.', 'duodingo.es', u'bits', '82.98.135.43')
(u'duolingo.com', 'duiolingo.com.', 'duiolingo.com', u'typo', '162.210.196.166')
(u'duolingo.com', 'duiolingo.com.', 'duiolingo.com', u'typo', '162.210.196.167')
(u'duolingo.com', 'duolingo.design.', 'duolingo.design', 'wrongTLD', '54.148.61.160')
(u'duolingo.com', 'duiolingo.com.', 'duiolingo.com', u'typo', '162.210.196.168')
(u'duolingo.com', 'duolingo.com.es.', 'duolingo.com.es', 'wrongTLD', '137.74.166.252')
(u'duolingo.com', 'duiolingo.com.', 'duiolingo.com', u'typo', '199.115.116.216')
(u'duolingo.com', 'duollngo.com.', 'duollngo.com', u'homo', '199.59.242.150')
(u'duolingo.com', 'dolingo.com.', 'dolingo.com', u'typo', '98.124.245.24')
(u'duolingo.com', 'duolingo.com.co.', 'duolingo.com.co', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'duoingo.com.', 'duoingo.com', u'typo', '208.73.210.202')
(u'duolingo.com', 'duolinho.com.', 'duolinho.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'duolango.com.', 'duolango.com', u'homo', '54.72.11.253')
(u'duolingo.com', 'duolingo.co.uk.', 'duolingo.co.uk', 'wrongTLD', '185.53.178.6')
(u'duolingo.com', 'dduolingo.com.', 'dduolingo.com', u'typo', '185.53.178.7')
(u'duolingo.com', 'duolingo-play.com.', 'duolingo-play.com', 'combo', '188.241.39.30')
(u'duolingo.com', 'duiolingo.com.', 'duiolingo.com', u'typo', '109.201.135.34')
(u'duolingo.com', 'duolingo-team.com.', 'duolingo-team.com', 'combo', '98.124.204.16')
(u'duolingo.com', 'duolingou.com.', 'duolingou.com', u'typo', '54.72.9.51')
(u'duolingo.com', 'dualingo.com.', 'dualingo.com', u'homo', '185.53.179.7')
(u'duolingo.com', 'duolingp.com.', 'duolingp.com', u'typo', '185.53.178.7')
(u'duolingo.com', 'duolingo.com.pl.', 'duolingo.com.pl', 'wrongTLD', '185.53.179.6')
(u'duolingo.com', 'duolingo.com.co.', 'duolingo.com.co', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'duolibgo.com.', 'duolibgo.com', u'typo', '199.59.242.150')
(u'duolingo.com', 'duodingo.net.', 'duodingo.net', u'bits', '185.50.196.216')
(u'duolingo.com', 'duolingo.no.', 'duolingo.no', 'wrongTLD', '185.53.179.7')
(u'duolingo.com', 'duolingo.mobi.', 'duolingo.mobi', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'dulolingo.com.', 'dulolingo.com', u'typo', '185.53.179.7')
(u'duolingo.com', 'deolingo.com.', 'deolingo.com', u'homo', '141.8.224.169')
(u'duolingo.com', 'duoligno.com.', 'duoligno.com', u'typo', '185.53.178.8')
(u'duolingo.com', 'duolinco.com.', 'duolinco.com', u'bits', '173.239.2.182')
(u'duolingo.com', 'duolingu.com.', 'duolingu.com', u'homo', '141.8.224.183')
(u'duolingo.com', 'duolingo.cn.', 'duolingo.cn', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'duoingo.com.', 'duoingo.com', u'typo', '208.73.210.217')
(u'duolingo.com', 'doulingo.de.', 'doulingo.de', u'typo', '185.53.178.7')
(u'duolingo.com', 'duolingo.mobi.', 'duolingo.mobi', 'wrongTLD', '184.72.124.184')
(u'duolingo.com', 'duloingo.com.', 'duloingo.com', u'typo', '185.53.179.7')
(u'duolingo.com', 'duolinngo.com.', 'duolinngo.com', u'typo', '54.72.9.51')
(u'duolingo.com', 'diolingo.com.', 'diolingo.com', u'homo', '54.72.9.51')
(u'duolingo.com', 'diuolingo.com.', 'diuolingo.com', u'homo', '72.52.179.175')
(u'duolingo.com', 'duolinfo.com.', 'duolinfo.com', u'bits', '199.59.242.150')
(u'duolingo.com', 'duolingol.com.', 'duolingol.com', u'typo', '103.224.212.222')
(u'duolingo.com', 'dyolingo.com.', 'dyolingo.com', u'typo', '185.53.178.7')
(u'duolingo.com', 'doulingo.net.', 'doulingo.net', u'typo', '103.224.212.222')
(u'duolingo.com', 'duolingi.com.', 'duolingi.com', u'homo', '185.53.179.7')
(u'duolingo.com', 'duoilingo.com.', 'duoilingo.com', u'typo', '208.91.196.87')
(u'duolingo.com', 'duo-lingo.com.', 'duo-lingo.com', u'typo', '50.63.202.48')
(u'duolingo.com', 'duolingo.co.nz.', 'duolingo.co.nz', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'duolingo.nu.', 'duolingo.nu', 'wrongTLD', '45.126.210.42')
(u'duolingo.com', 'dolingo.ca.', 'dolingo.ca', u'typo', '209.227.167.170')
(u'duolingo.com', 'duolingo.cloud.', 'duolingo.cloud', 'wrongTLD', '69.64.147.242')
(u'duolingo.com', 'duoling.net.', 'duoling.net', u'typo', '104.149.126.138')
(u'duolingo.com', 'duollingo.com.', 'duollingo.com', u'typo', '207.244.67.138')
(u'duolingo.com', 'duolingo.biz.', 'duolingo.biz', 'wrongTLD', '54.165.40.136')
(u'duolingo.com', 'duolingo.video.', 'duolingo.video', 'wrongTLD', '69.64.147.242')
(u'duolingo.com', 'duolingo.fm.', 'duolingo.fm', 'wrongTLD', '184.72.124.184')
