(u'westlaw.com', 'westlaw.vg.', 'westlaw.vg', 'wrongTLD', '167.68.6.29')
(u'westlaw.com', 'singapore-westlaw.org.', 'singapore-westlaw.org', 'combo', '72.52.10.14')
(u'westlaw.com', 'westlaw.co.kr.', 'westlaw.co.kr', 'wrongTLD', '115.71.243.35')
(u'westlaw.com', 'westlaw.us.', 'westlaw.us', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlawn.net.', 'westlawn.net', u'typo', '97.74.144.92')
(u'westlaw.com', 'singapore-westlaw.net.', 'singapore-westlaw.net', 'combo', '72.52.10.14')
(u'westlaw.com', 'weswtlaw.com.', 'weswtlaw.com', u'typo', '173.239.2.182')
(u'westlaw.com', 'westlaw-asia.com.', 'westlaw-asia.com', 'combo', '72.52.10.14')
(u'westlaw.com', 'gestlaw.es.', 'gestlaw.es', u'bits', '217.160.0.176')
(u'westlaw.com', 'weslaw.net.', 'weslaw.net', u'typo', '173.236.167.6')
(u'westlaw.com', 'singapore-westlaw.com.', 'singapore-westlaw.com', 'combo', '72.52.10.14')
(u'westlaw.com', 'westlaaw.com.', 'westlaaw.com', u'typo', '103.224.212.240')
(u'westlaw.com', 'westlaw.com.do.', 'westlaw.com.do', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'westlaw.com.au.', 'westlaw.com.au', 'wrongTLD', '167.68.22.36')
(u'westlaw.com', 'westla.mba.', 'westla.mba', u'typo', '69.64.147.34')
(u'westlaw.com', 'westpaw.org.', 'westpaw.org', u'typo', '23.253.50.100')
(u'westlaw.com', 'westlaw.com.ph.', 'westlaw.com.ph', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westpaw.net.', 'westpaw.net', u'typo', '23.253.50.100')
(u'westlaw.com', 'wewstlaw.com.', 'wewstlaw.com', u'typo', '141.8.224.93')
(u'westlaw.com', 'westlaw.com.do.', 'westlaw.com.do', 'wrongTLD', '167.68.6.29')
(u'westlaw.com', 'westlawn.com.', 'westlawn.com', u'typo', '208.91.197.27')
(u'westlaw.com', 'westpaw.com.', 'westpaw.com', u'typo', '23.253.50.100')
(u'westlaw.com', 'westlaw-philippines.org.', 'westlaw-philippines.org', 'combo', '72.52.10.14')
(u'westlaw.com', 'westla.xyz.', 'westla.xyz', u'typo', '69.172.201.153')
(u'westlaw.com', 'westlaw-korea.org.', 'westlaw-korea.org', 'combo', '72.52.10.14')
(u'westlaw.com', 'westlaw-philippines.net.', 'westlaw-philippines.net', 'combo', '72.52.10.14')
(u'westlaw.com', 'westla.ae.', 'westla.ae', u'typo', '5.195.192.101')
(u'westlaw.com', 'westlaw.com.au.', 'westlaw.com.au', 'wrongTLD', '167.68.20.36')
(u'westlaw.com', 'westlaw.my.', 'westlaw.my', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlaw-korea.net.', 'westlaw-korea.net', 'combo', '72.52.10.14')
(u'westlaw.com', 'westlaw-philippines.com.', 'westlaw-philippines.com', 'combo', '72.52.10.14')
(u'westlaw.com', 'philippines-westlaw.org.', 'philippines-westlaw.org', 'combo', '72.52.10.14')
(u'westlaw.com', 'westlaw.global.', 'westlaw.global', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlaw-korea.com.', 'westlaw-korea.com', 'combo', '72.52.10.14')
(u'westlaw.com', 'philippines-westlaw.net.', 'philippines-westlaw.net', 'combo', '72.52.10.14')
(u'westlaw.com', 'westaw.com.', 'westaw.com', u'typo', '72.52.10.14')
(u'westlaw.com', 'philippines-westlaw.com.', 'philippines-westlaw.com', 'combo', '72.52.10.14')
(u'westlaw.com', 'wesstlaw.com.', 'wesstlaw.com', u'typo', '103.224.182.214')
(u'westlaw.com', 'westlaw-asia.info.', 'westlaw-asia.info', 'combo', '72.52.10.14')
(u'westlaw.com', 'wesltaw.com.', 'wesltaw.com', u'typo', '199.191.50.73')
(u'westlaw.com', 'westlaw.eu.', 'westlaw.eu', 'wrongTLD', '52.58.78.16')
(u'westlaw.com', 'east-westlaw.com.', 'east-westlaw.com', 'combo', '72.167.191.69')
(u'westlaw.com', 'westlaw.de.', 'westlaw.de', 'wrongTLD', '84.201.55.245')
(u'westlaw.com', 'westlaw.xxx.', 'westlaw.xxx', 'wrongTLD', '199.253.28.9')
(u'westlaw.com', 'westalw.com.', 'westalw.com', u'typo', '67.227.226.241')
(u'westlaw.com', 'korea-westlaw.org.', 'korea-westlaw.org', 'combo', '72.52.10.14')
(u'westlaw.com', 'wesrtlaw.com.', 'wesrtlaw.com', u'typo', '173.239.2.182')
(u'westlaw.com', 'west-law.com.', 'west-law.com', u'typo', '167.68.7.29')
(u'westlaw.com', 'korea-westlaw.net.', 'korea-westlaw.net', 'combo', '72.52.10.14')
(u'westlaw.com', 'westla.co.', 'westla.co', u'typo', '208.73.211.165')
(u'westlaw.com', 'wstlaw.com.', 'wstlaw.com', u'typo', '50.63.202.37')
(u'westlaw.com', 'westla.tv.', 'westla.tv', u'typo', '98.124.245.24')
(u'westlaw.com', 'wetslaw.com.', 'wetslaw.com', u'typo', '199.191.50.73')
(u'westlaw.com', 'westlaw.lawyer.', 'westlaw.lawyer', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'west-law.com.', 'west-law.com', u'typo', '167.68.6.29')
(u'westlaw.com', 'westlaw.attorney.', 'westlaw.attorney', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westpaw.us.', 'westpaw.us', u'typo', '23.253.50.100')
(u'westlaw.com', 'westlaws.com.', 'westlaws.com', u'typo', '72.52.10.14')
(u'westlaw.com', 'westlaw.kr.', 'westlaw.kr', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlaw.com.br.', 'westlaw.com.br', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlaw.co.nz.', 'westlaw.co.nz', 'wrongTLD', '167.68.22.40')
(u'westlaw.com', 'weslaw.com.', 'weslaw.com', u'typo', '72.52.4.120')
(u'westlaw.com', 'wesetlaw.com.', 'wesetlaw.com', u'typo', '199.191.50.73')
(u'westlaw.com', 'westla.biz.', 'westla.biz', u'typo', '34.198.45.144')
(u'westlaw.com', 'westpaw.de.', 'westpaw.de', u'typo', '188.40.137.241')
(u'westlaw.com', 'westla.co.', 'westla.co', u'typo', '208.73.211.177')
(u'westlaw.com', 'westlaw.xxx.', 'westlaw.xxx', 'wrongTLD', '199.253.28.249')
(u'westlaw.com', 'weatlaw.com.', 'weatlaw.com', u'typo', '54.72.11.253')
(u'westlaw.com', 'weestlaw.com.', 'weestlaw.com', u'typo', '173.239.2.182')
(u'westlaw.com', 'westlawa.com.', 'westlawa.com', u'typo', '72.52.10.14')
(u'westlaw.com', 'westlaw.com.tw.', 'westlaw.com.tw', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'westlaw.ms.', 'westlaw.ms', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'estlaw.com.', 'estlaw.com', u'typo', '208.67.207.65')
(u'westlaw.com', 'westlaw.bi.', 'westlaw.bi', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'westlaw.com.tw.', 'westlaw.com.tw', 'wrongTLD', '167.68.6.29')
(u'westlaw.com', 'westlaw.co.nz.', 'westlaw.co.nz', 'wrongTLD', '167.68.20.40')
(u'westlaw.com', 'westlaw.ms.', 'westlaw.ms', 'wrongTLD', '167.68.6.29')
(u'westlaw.com', 'weslaw.net.', 'weslaw.net', u'typo', '208.79.45.23')
(u'westlaw.com', 'westlaw.bi.', 'westlaw.bi', 'wrongTLD', '167.68.6.29')
(u'westlaw.com', 'westla.co.', 'westla.co', u'typo', '208.73.210.202')
(u'westlaw.com', 'werstlaw.com.', 'werstlaw.com', u'typo', '173.239.2.182')
(u'westlaw.com', 'carswell-westlaw.com.', 'carswell-westlaw.com', 'combo', '205.210.47.126')
(u'westlaw.com', 'westpaw.biz.', 'westpaw.biz', u'typo', '23.253.50.100')
(u'westlaw.com', 'wetlaw.de.', 'wetlaw.de', u'typo', '127.0.0.1')
(u'westlaw.com', 'westlaw.sg.', 'westlaw.sg', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlaw.claims.', 'westlaw.claims', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'westlaw-carswell.com.', 'westlaw-carswell.com', 'combo', '167.68.22.42')
(u'westlaw.com', 'westlwa.com.', 'westlwa.com', u'typo', '141.8.224.93')
(u'westlaw.com', 'wesrlaw.com.', 'wesrlaw.com', u'typo', '141.8.224.169')
(u'westlaw.com', 'wedtlaw.com.', 'wedtlaw.com', u'typo', '213.247.47.190')
(u'westlaw.com', 'ecarswell-westlaw.com.', 'ecarswell-westlaw.com', 'combo', '205.210.47.126')
(u'westlaw.com', 'westlaw.am.', 'westlaw.am', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'wastlaw.com.', 'wastlaw.com', u'homo', '141.8.224.93')
(u'westlaw.com', 'westlaw.ng.', 'westlaw.ng', 'wrongTLD', '72.52.10.14')
(u'westlaw.com', 'weslaw.org.', 'weslaw.org', u'typo', '23.235.197.202')
(u'westlaw.com', 'wesplaw.com.', 'wesplaw.com', u'bits', '207.58.180.39')
(u'westlaw.com', 'westlaw.am.', 'westlaw.am', 'wrongTLD', '167.68.6.29')
(u'westlaw.com', 'westla.net.au.', 'westla.net.au', u'typo', '168.235.93.102')
(u'westlaw.com', 'westtlaw.com.', 'westtlaw.com', u'typo', '69.16.230.42')
(u'westlaw.com', 'westlaw-carswell.com.', 'westlaw-carswell.com', 'combo', '167.68.20.42')
(u'westlaw.com', 'westla.co.', 'westla.co', u'typo', '185.53.178.6')
(u'westlaw.com', 'westla.life.', 'westla.life', u'typo', '52.0.217.44')
(u'westlaw.com', 'westlaw.vg.', 'westlaw.vg', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'westla.co.', 'westla.co', u'typo', '208.73.210.217')
(u'westlaw.com', 'westlaw.nu.', 'westlaw.nu', 'wrongTLD', '167.68.7.29')
(u'westlaw.com', 'wedtlaw.com.', 'wedtlaw.com', u'typo', '173.239.5.6')
(u'westlaw.com', 'estlaw.co.il.', 'estlaw.co.il', u'typo', '173.254.28.71')
(u'westlaw.com', 'aestlaw.com.', 'aestlaw.com', u'typo', '198.143.134.126')
(u'westlaw.com', 'westla.de.', 'westla.de', u'typo', '81.169.145.70')
(u'westlaw.com', 'westlaw-ecarswell.com.', 'westlaw-ecarswell.com', 'combo', '167.68.22.42')
