(u'collegeboard.org', 'collegeeboard.org.', 'collegeeboard.org', u'typo', '185.53.179.8')
(u'collegeboard.org', 'collegeboaed.com.', 'collegeboaed.com', u'typo', '141.8.224.169')
(u'collegeboard.org', 'collegeboartd.com.', 'collegeboartd.com', u'typo', '185.53.179.8')
(u'collegeboard.org', 'collegeboad.com.', 'collegeboad.com', u'typo', '69.64.147.243')
(u'collegeboard.org', 'colllegeboard.org.', 'colllegeboard.org', u'typo', '199.191.50.73')
(u'collegeboard.org', 'colelgeboard.com.', 'colelgeboard.com', u'typo', '216.157.88.25')
(u'collegeboard.org', 'collegeboard.nyc.', 'collegeboard.nyc', 'wrongTLD', '217.19.248.132')
(u'collegeboard.org', 'collegeboard-india.org.', 'collegeboard-india.org', 'combo', '217.19.248.132')
(u'collegeboard.org', 'collegwboard.org.', 'collegwboard.org', u'typo', '185.53.178.8')
(u'collegeboard.org', 'collegeboard.xxx.', 'collegeboard.xxx', 'wrongTLD', '199.253.28.249')
(u'collegeboard.org', 'ollegeboard.com.', 'ollegeboard.com', u'typo', '208.91.196.105')
(u'collegeboard.org', 'collegeboard.xyz.', 'collegeboard.xyz', 'wrongTLD', '69.172.201.218')
(u'collegeboard.org', 'collegaboard.org.', 'collegaboard.org', u'homo', '54.72.9.51')
(u'collegeboard.org', 'collegeboard.cm.', 'collegeboard.cm', 'wrongTLD', '85.25.199.30')
(u'collegeboard.org', 'ccollegeboard.org.', 'ccollegeboard.org', u'typo', '185.53.178.6')
(u'collegeboard.org', 'co9llegeboard.com.', 'co9llegeboard.com', u'typo', '209.15.13.134')
(u'collegeboard.org', 'collegeboardd.com.', 'collegeboardd.com', u'typo', '50.63.202.53')
(u'collegeboard.org', 'collegebboard.org.', 'collegebboard.org', u'typo', '185.53.178.8')
(u'collegeboard.org', 'collegeboard.kr.', 'collegeboard.kr', 'wrongTLD', '121.254.178.252')
(u'collegeboard.org', 'colegeboard.com.', 'colegeboard.com', u'typo', '69.162.80.51')
(u'collegeboard.org', 'collegegboard.com.', 'collegegboard.com', u'typo', '173.239.2.182')
(u'collegeboard.org', 'collegevboard.org.', 'collegevboard.org', u'typo', '185.53.178.7')
(u'collegeboard.org', 'collegrboard.org.', 'collegrboard.org', u'typo', '198.105.244.111')
(u'collegeboard.org', 'college-board.vg.', 'college-board.vg', u'typo', '88.198.29.97')
(u'collegeboard.org', 'collegeboasrd.org.', 'collegeboasrd.org', u'typo', '185.53.178.7')
(u'collegeboard.org', 'collegebord.com.', 'collegebord.com', u'typo', '141.8.224.25')
(u'collegeboard.org', 'cillegeboard.org.', 'cillegeboard.org', u'homo', '54.72.9.51')
(u'collegeboard.org', 'collegboard.org.', 'collegboard.org', u'typo', '162.210.196.166')
(u'collegeboard.org', 'xollegeboard.com.', 'xollegeboard.com', u'typo', '54.217.222.113')
(u'collegeboard.org', 'collegebpard.org.', 'collegebpard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegdeboard.org.', 'collegdeboard.org', u'typo', '185.53.179.6')
(u'collegeboard.org', 'college-board.org.', 'college-board.org', u'typo', '217.19.248.132')
(u'collegeboard.org', 'colleegeboard.org.', 'colleegeboard.org', u'typo', '185.53.178.9')
(u'collegeboard.org', 'collegesboard.tk.', 'collegesboard.tk', u'typo', '195.20.43.226')
(u'collegeboard.org', 'collegeboarf.com.', 'collegeboarf.com', u'bits', '141.8.224.93')
(u'collegeboard.org', 'collegeboarde.com.', 'collegeboarde.com', u'typo', '54.217.222.113')
(u'collegeboard.org', 'college-board.net.', 'college-board.net', u'typo', '217.19.248.132')
(u'collegeboard.org', 'collegboard.org.', 'collegboard.org', u'typo', '81.171.22.6')
(u'collegeboard.org', 'collegboard.org.', 'collegboard.org', u'typo', '81.171.22.7')
(u'collegeboard.org', 'collegboard.com.', 'collegboard.com', u'typo', '81.171.22.4')
(u'collegeboard.org', 'collegsboard.org.', 'collegsboard.org', u'typo', '54.217.222.113')
(u'collegeboard.org', 'collegecoard.com.', 'collegecoard.com', u'bits', '103.224.182.253')
(u'collegeboard.org', 'collegboard.com.', 'collegboard.com', u'typo', '81.171.22.6')
(u'collegeboard.org', 'collegeboarf.org.', 'collegeboarf.org', u'bits', '185.53.179.7')
(u'collegeboard.org', 'collegboard.com.', 'collegboard.com', u'typo', '81.171.22.7')
(u'collegeboard.org', 'cpllegeboard.com.', 'cpllegeboard.com', u'typo', '185.53.178.6')
(u'collegeboard.org', 'collegeboards.net.', 'collegeboards.net', u'typo', '67.214.175.75')
(u'collegeboard.org', 'collogeboard.org.', 'collogeboard.org', u'homo', '208.91.196.152')
(u'collegeboard.org', 'collegeboord.com.', 'collegeboord.com', u'homo', '185.53.179.8')
(u'collegeboard.org', 'cllegeboard.org.', 'cllegeboard.org', u'typo', '217.19.248.132')
(u'collegeboard.org', 'collegeboared.com.', 'collegeboared.com', u'typo', '95.211.219.65')
(u'collegeboard.org', 'collegeboared.com.', 'collegeboared.com', u'typo', '95.211.219.66')
(u'collegeboard.org', '4-collegeboard.com.', '4-collegeboard.com', 'combo', '103.224.182.241')
(u'collegeboard.org', 'ccollegeboard.com.', 'ccollegeboard.com', u'typo', '95.211.219.65')
(u'collegeboard.org', 'collegaboard.com.', 'collegaboard.com', u'homo', '69.172.201.153')
(u'collegeboard.org', 'ccollegeboard.com.', 'ccollegeboard.com', u'typo', '95.211.219.66')
(u'collegeboard.org', 'cllegeboard.net.', 'cllegeboard.net', u'typo', '217.19.248.132')
(u'collegeboard.org', 'colkegeboard.org.', 'colkegeboard.org', u'typo', '185.53.178.9')
(u'collegeboard.org', 'ccollegeboard.com.', 'ccollegeboard.com', u'typo', '95.211.219.67')
(u'collegeboard.org', 'collegeboars.com.', 'collegeboars.com', u'typo', '72.52.178.23')
(u'collegeboard.org', 'collegenoard.org.', 'collegenoard.org', u'typo', '199.115.116.216')
(u'collegeboard.org', 'collegeboarrd.org.', 'collegeboarrd.org', u'typo', '185.53.178.6')
(u'collegeboard.org', 'collegebboard.com.', 'collegebboard.com', u'typo', '69.162.80.52')
(u'collegeboard.org', 'collegeboard-news.com.', 'collegeboard-news.com', 'combo', '74.54.22.195')
(u'collegeboard.org', 'ollegeboard.org.', 'ollegeboard.org', u'typo', '103.224.212.222')
(u'collegeboard.org', 'collegeboaed.org.', 'collegeboaed.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebpard.com.', 'collegebpard.com', u'typo', '95.211.219.66')
(u'collegeboard.org', 'collegebpard.com.', 'collegebpard.com', u'typo', '95.211.219.67')
(u'collegeboard.org', 'colklegeboard.org.', 'colklegeboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'colegeboard.org.', 'colegeboard.org', u'typo', '103.224.182.218')
(u'collegeboard.org', 'collegebourd.com.', 'collegebourd.com', u'homo', '69.162.80.56')
(u'collegeboard.org', 'colllegeboard.com.', 'colllegeboard.com', u'typo', '72.52.178.23')
(u'collegeboard.org', 'collegewboard.org.', 'collegewboard.org', u'typo', '185.53.178.6')
(u'collegeboard.org', 'collebeboard.org.', 'collebeboard.org', u'typo', '185.53.178.6')
(u'collegeboard.org', 'collegeboard.net.', 'collegeboard.net', 'wrongTLD', '199.167.200.62')
(u'collegeboard.org', 'collrgeboard.org.', 'collrgeboard.org', u'typo', '185.53.179.6')
(u'collegeboard.org', 'colleegeboard.com.', 'colleegeboard.com', u'typo', '208.91.196.152')
(u'collegeboard.org', 'collegeboaard.com.', 'collegeboaard.com', u'typo', '95.211.219.65')
(u'collegeboard.org', 'coollegeboard.org.', 'coollegeboard.org', u'typo', '54.72.11.253')
(u'collegeboard.org', 'collegeboaard.com.', 'collegeboaard.com', u'typo', '95.211.219.66')
(u'collegeboard.org', 'collegeboaard.com.', 'collegeboaard.com', u'typo', '95.211.219.67')
(u'collegeboard.org', 'collegeboards.com.', 'collegeboards.com', u'typo', '70.42.22.39')
(u'collegeboard.org', 'collegweboard.org.', 'collegweboard.org', u'typo', '185.53.179.7')
(u'collegeboard.org', 'collegesboard.com.', 'collegesboard.com', u'typo', '72.52.4.122')
(u'collegeboard.org', 'gollegeboard.com.', 'gollegeboard.com', u'bits', '173.239.2.182')
(u'collegeboard.org', 'collegeboard.co.kr.', 'collegeboard.co.kr', 'wrongTLD', '114.203.85.229')
(u'collegeboard.org', 'coollegeboard.com.', 'coollegeboard.com', u'typo', '208.91.196.152')
(u'collegeboard.org', 'collegebpard.org.', 'collegebpard.org', u'typo', '185.53.179.8')
(u'collegeboard.org', 'colelgeboard.com.', 'colelgeboard.com', u'typo', '37.48.65.136')
(u'collegeboard.org', 'collegeboarde.org.', 'collegeboarde.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebiard.org.', 'collegebiard.org', u'homo', '54.72.9.51')
(u'collegeboard.org', 'copllegeboard.org.', 'copllegeboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegbeoard.org.', 'collegbeoard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebosrd.com.', 'collegebosrd.com', u'typo', '216.92.91.236')
(u'collegeboard.org', 'collegrboard.com.', 'collegrboard.com', u'typo', '199.191.50.73')
(u'collegeboard.org', 'collegehoard.com.', 'collegehoard.com', u'typo', '74.220.199.9')
(u'collegeboard.org', 'collegaboard.org.', 'collegaboard.org', u'homo', '185.53.178.6')
(u'collegeboard.org', 'collegeboard-alerts.com.', 'collegeboard-alerts.com', 'combo', '74.54.22.195')
(u'collegeboard.org', 'collegeeboard.org.', 'collegeeboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegeboaerd.com.', 'collegeboaerd.com', u'typo', '141.8.224.93')
(u'collegeboard.org', 'collegeboatd.org.', 'collegeboatd.org', u'typo', '54.72.11.253')
(u'collegeboard.org', 'collegeboadr.com.', 'collegeboadr.com', u'typo', '141.8.224.93')
(u'collegeboard.org', 'colleegboard.org.', 'colleegboard.org', u'typo', '185.53.178.6')
(u'collegeboard.org', 'collegebord.org.', 'collegebord.org', u'typo', '72.52.4.122')
(u'collegeboard.org', 'trends-collegeboard.com.', 'trends-collegeboard.com', 'combo', '208.91.196.102')
(u'collegeboard.org', 'collegehboard.org.', 'collegehboard.org', u'typo', '185.53.179.7')
(u'collegeboard.org', 'cillegeboard.org.', 'cillegeboard.org', u'homo', '185.53.178.6')
(u'collegeboard.org', 'collegeboaed.org.', 'collegeboaed.org', u'typo', '185.53.179.6')
(u'collegeboard.org', 'collegeoard.com.', 'collegeoard.com', u'typo', '5.22.149.135')
(u'collegeboard.org', 'collegebaord.org.', 'collegebaord.org', u'typo', '149.202.120.44')
(u'collegeboard.org', 'collegwboard.org.', 'collegwboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegebard.org.', 'collegebard.org', u'typo', '185.53.178.7')
(u'collegeboard.org', 'collegeboar.com.', 'collegeboar.com', u'typo', '81.171.22.6')
(u'collegeboard.org', 'collgeeboard.org.', 'collgeeboard.org', u'typo', '185.53.179.8')
(u'collegeboard.org', 'collegeboard.info.', 'collegeboard.info', 'wrongTLD', '72.52.4.122')
(u'collegeboard.org', 'collegeboerd.org.', 'collegeboerd.org', u'homo', '103.224.182.241')
(u'collegeboard.org', 'collgeboard.com.', 'collgeboard.com', u'typo', '141.8.224.25')
(u'collegeboard.org', 'collegeboard.android.', 'collegeboard.android', 'wrongTLD', '127.0.53.53')
(u'collegeboard.org', 'collegebourd.org.', 'collegebourd.org', u'homo', '54.72.9.51')
(u'collegeboard.org', 'connection-collegeboard.com.', 'connection-collegeboard.com', 'combo', '159.174.196.94')
(u'collegeboard.org', 'collegeboard.vip.', 'collegeboard.vip', 'wrongTLD', '217.19.248.132')
(u'collegeboard.org', 'collegebboard.org.', 'collegebboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'colldgeboard.com.', 'colldgeboard.com', u'bits', '141.8.224.93')
(u'collegeboard.org', 'collegeboarde.org.', 'collegeboarde.org', u'typo', '185.53.179.8')
(u'collegeboard.org', 'collegebiard.org.', 'collegebiard.org', u'homo', '185.53.179.6')
(u'collegeboard.org', 'collegebaord.org.', 'collegebaord.org', u'typo', '158.69.143.101')
(u'collegeboard.org', 'copllegeboard.org.', 'copllegeboard.org', u'typo', '185.53.179.8')
(u'collegeboard.org', 'colleheboard.com.', 'colleheboard.com', u'typo', '174.137.132.42')
(u'collegeboard.org', 'collegeborad.org.', 'collegeborad.org', u'typo', '199.191.50.73')
(u'collegeboard.org', 'collegebooard.org.', 'collegebooard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'collegeboasrd.org.', 'collegeboasrd.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'colleveboard.org.', 'colleveboard.org', u'typo', '54.72.9.51')
(u'collegeboard.org', 'colloegeboard.com.', 'colloegeboard.com', u'typo', '98.124.245.24')
(u'collegeboard.org', 'collegevoard.com.', 'collegevoard.com', u'typo', '216.157.88.21')
(u'collegeboard.org', 'collgeboard.org.', 'collgeboard.org', u'typo', '199.191.50.73')
(u'collegeboard.org', 'collegebiard.com.', 'collegebiard.com', u'homo', '185.53.179.7')
(u'collegeboard.org', 'collegereadiness-collegeboard.org.', 'collegereadiness-collegeboard.org', 'combo', '37.247.111.34')
