(u'swedbank.us', 'swdebank.com.', 'swdebank.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'swebank.com.es.', 'swebank.com.es', u'typo', '165.160.15.20')
(u'swedbank.us', 'swedbank.it.', 'swedbank.it', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'seedbank.kiwi.', 'seedbank.kiwi', u'typo', '202.174.115.181')
(u'swedbank.us', 'swedbsnk.se.', 'swedbsnk.se', u'typo', '72.52.179.175')
(u'swedbank.us', 'seedbank.org.', 'seedbank.org', u'typo', '95.211.237.2')
(u'swedbank.us', 'swebank.lu.', 'swebank.lu', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank.biz.', 'swedbank.biz', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'seedbank.sk.', 'seedbank.sk', u'typo', '77.93.199.176')
(u'swedbank.us', 'seedbank.net.', 'seedbank.net', u'typo', '95.211.237.2')
(u'swedbank.us', 'swedebank.us.', 'swedebank.us', u'typo', '164.10.48.26')
(u'swedbank.us', 'swedbak.lt.', 'swedbak.lt', u'typo', '185.53.177.29')
(u'swedbank.us', 'swedbanks.com.', 'swedbanks.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'swedbank-newsletter.com.', 'swedbank-newsletter.com', 'combo', '5.178.78.217')
(u'swedbank.us', 'sweddbank.com.', 'sweddbank.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbakn.se.', 'swedbakn.se', u'typo', '194.9.94.85')
(u'swedbank.us', 'swedbakn.se.', 'swedbakn.se', u'typo', '194.9.94.86')
(u'swedbank.us', 'swebank.com.es.', 'swebank.com.es', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank.website.', 'swedbank.website', 'wrongTLD', '72.52.4.119')
(u'swedbank.us', 'swedbank.se.', 'swedbank.se', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'swedbank.ro.', 'swedbank.ro', 'wrongTLD', '164.10.45.46')
(u'swedbank.us', 'swedbank.jp.', 'swedbank.jp', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'sweedbank.lv.', 'sweedbank.lv', u'typo', '84.237.232.168')
(u'swedbank.us', 'swedbank.co.at.', 'swedbank.co.at', 'wrongTLD', '164.10.45.46')
(u'swedbank.us', 'swedank.lt.', 'swedank.lt', u'typo', '185.53.177.29')
(u'swedbank.us', 'swedbanks.com.', 'swedbanks.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'awedbank.se.', 'awedbank.se', u'typo', '172.99.89.213')
(u'swedbank.us', 'swedbank.su.', 'swedbank.su', 'wrongTLD', '194.84.235.61')
(u'swedbank.us', 'suedbank.de.', 'suedbank.de', u'bits', '85.31.185.140')
(u'swedbank.us', 'sewdbank.se.', 'sewdbank.se', u'typo', '165.160.15.20')
(u'swedbank.us', 'svedbank.dk.', 'svedbank.dk', u'homo', '164.10.45.63')
(u'swedbank.us', 'swedbanlk.se.', 'swedbanlk.se', u'homo', '185.53.178.6')
(u'swedbank.us', 'mail.swedbank-skv-to-bgmax.com.', 'mail.swedbank-skv-to-bgmax.com', 'combo', '195.74.38.202')
(u'swedbank.us', 'swedbank.ai.', 'swedbank.ai', 'wrongTLD', '165.160.15.20')
(u'swedbank.us', 'swebank.net.', 'swebank.net', u'typo', '164.10.48.26')
(u'swedbank.us', 'swedank.se.', 'swedank.se', u'typo', '165.160.15.20')
(u'swedbank.us', 'svedbank.ee.', 'svedbank.ee', u'homo', '212.47.217.210')
(u'swedbank.us', 'swwdbank.nu.', 'swwdbank.nu', u'typo', '54.72.9.51')
(u'swedbank.us', 'sedbank.lv.', 'sedbank.lv', u'typo', '185.53.178.29')
(u'swedbank.us', 'wedbank.ru.', 'wedbank.ru', u'typo', '109.206.181.75')
(u'swedbank.us', 'swedebank.biz.', 'swedebank.biz', u'typo', '164.10.48.27')
(u'swedbank.us', 'sweedbank.com.', 'sweedbank.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'swebank.ch.', 'swebank.ch', u'typo', '164.10.45.63')
(u'swedbank.us', 'swedbank-us.com.', 'swedbank-us.com', 'combo', '98.124.204.16')
(u'swedbank.us', 'seedbank.us.', 'seedbank.us', u'typo', '23.236.62.147')
(u'swedbank.us', 'seedbank.de.', 'seedbank.de', u'typo', '80.67.16.8')
(u'swedbank.us', 'swedbank.me.uk.', 'swedbank.me.uk', 'wrongTLD', '46.30.215.0')
(u'swedbank.us', 'sewdbank.se.', 'sewdbank.se', u'typo', '165.160.13.20')
(u'swedbank.us', 'swednank.nu.', 'swednank.nu', u'typo', '54.72.9.51')
(u'swedbank.us', 'swedbank.ai.', 'swedbank.ai', 'wrongTLD', '165.160.13.20')
(u'swedbank.us', 'swedank.se.', 'swedank.se', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank.vip.', 'swedbank.vip', 'wrongTLD', '47.89.58.32')
(u'swedbank.us', 'swedabnk.com.', 'swedabnk.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'swedbank-battreaffarer.se.', 'swedbank-battreaffarer.se', 'combo', '5.178.78.217')
(u'swedbank.us', 'swedbank.in.', 'swedbank.in', 'wrongTLD', '72.52.4.119')
(u'swedbank.us', 'swedebank.no.', 'swedebank.no', u'typo', '164.10.45.63')
(u'swedbank.us', 'swed-bank.ru.', 'swed-bank.ru', u'typo', '72.52.4.120')
(u'swedbank.us', 'sweedbank.com.', 'sweedbank.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank.lu.', 'swedbank.lu', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'swebank.eu.', 'swebank.eu', u'typo', '164.10.45.63')
(u'swedbank.us', 'xn--swedbank-sjuhrad-4ra74i.com.', 'xn--swedbank-sjuhrad-4ra74i.com', 'combo', '165.160.15.20')
(u'swedbank.us', 'swedabnk.com.', 'swedabnk.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank-event.com.', 'swedbank-event.com', 'combo', '79.136.114.89')
(u'swedbank.us', 'seedbank.reviews.', 'seedbank.reviews', u'typo', '45.33.6.16')
(u'swedbank.us', 'sedbank.lt.', 'sedbank.lt', u'typo', '103.224.182.238')
(u'swedbank.us', 'swedbaank.nu.', 'swedbaank.nu', u'typo', '185.53.179.6')
(u'swedbank.us', 'swedbankn.se.', 'swedbankn.se', u'typo', '185.53.178.8')
(u'swedbank.us', 'swedbank.club.', 'swedbank.club', 'wrongTLD', '72.52.4.119')
(u'swedbank.us', 'swedbank.io.', 'swedbank.io', 'wrongTLD', '195.128.174.141')
(u'swedbank.us', 'swedbank-research.com.', 'swedbank-research.com', 'combo', '5.178.78.217')
(u'swedbank.us', 'swebank.us.', 'swebank.us', u'typo', '164.10.45.63')
(u'swedbank.us', 'swebank.biz.', 'swebank.biz', u'typo', '164.10.45.63')
(u'swedbank.us', 'xn--swedbank-sjuhrad-4ra74i.com.', 'xn--swedbank-sjuhrad-4ra74i.com', 'combo', '165.160.13.20')
(u'swedbank.us', 'seedbank.ca.', 'seedbank.ca', u'typo', '144.217.94.137')
(u'swedbank.us', 'swedbank.co.uk.', 'swedbank.co.uk', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'sweebank.se.', 'sweebank.se', u'bits', '94.247.168.54')
(u'swedbank.us', 'swedbank.xxx.', 'swedbank.xxx', 'wrongTLD', '199.253.28.9')
(u'swedbank.us', 'swedbank-skv-to-bgmax.com.', 'swedbank-skv-to-bgmax.com', 'combo', '95.85.29.4')
(u'swedbank.us', 'swed-bank.ru.', 'swed-bank.ru', u'typo', '91.195.240.135')
(u'swedbank.us', 'swedbank.pro.', 'swedbank.pro', 'wrongTLD', '46.22.119.38')
(u'swedbank.us', 'seedbank.cz.', 'seedbank.cz', u'typo', '81.2.216.6')
(u'swedbank.us', 'swedbak.com.', 'swedbak.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'swedbanka.com.', 'swedbanka.com', u'typo', '164.10.45.63')
(u'swedbank.us', 'swedibank.com.', 'swedibank.com', u'homo', '104.16.91.230')
(u'swedbank.us', 'swedank.com.', 'swedank.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'seedbank.eu.', 'seedbank.eu', u'typo', '5.9.40.102')
(u'swedbank.us', 'swedbvank.se.', 'swedbvank.se', u'typo', '54.72.9.51')
(u'swedbank.us', 'swedebank.info.', 'swedebank.info', u'typo', '164.10.45.63')
(u'swedbank.us', 'swedbak.com.', 'swedbak.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedban.lv.', 'swedban.lv', u'typo', '185.53.177.29')
(u'swedbank.us', 'swedbank.nu.', 'swedbank.nu', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'swebank.by.', 'swebank.by', u'typo', '164.10.45.46')
(u'swedbank.us', 'seedbank.ru.', 'seedbank.ru', u'typo', '109.206.181.75')
(u'swedbank.us', 'swedank.com.', 'swedank.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedbank.link.', 'swedbank.link', 'wrongTLD', '194.9.94.85')
(u'swedbank.us', 'swedebank.org.', 'swedebank.org', u'typo', '164.10.48.26')
(u'swedbank.us', 'swedbamk.se.', 'swedbamk.se', u'homo', '162.13.142.169')
(u'swedbank.us', 'swedbank.me.', 'swedbank.me', 'wrongTLD', '165.160.15.20')
(u'swedbank.us', 'swedbank.xxx.', 'swedbank.xxx', 'wrongTLD', '199.253.28.249')
(u'swedbank.us', 'xn--swedbank-sjuhrad-7nb.com.', u'swedbank-sjuh\xe4rad.com', 'combo', '193.183.80.13')
(u'swedbank.us', 'swedbank.link.', 'swedbank.link', 'wrongTLD', '194.9.94.86')
(u'swedbank.us', 'swebank.com.cn.', 'swebank.com.cn', u'typo', '164.10.45.63')
(u'swedbank.us', 'swedebank.net.', 'swedebank.net', u'typo', '164.10.48.26')
(u'swedbank.us', 'seedbank.dk.', 'seedbank.dk', u'typo', '94.231.103.180')
(u'swedbank.us', 'swedbnak.se.', 'swedbnak.se', u'typo', '162.13.142.169')
(u'swedbank.us', 'swedbank.at.', 'swedbank.at', 'wrongTLD', '164.10.45.63')
(u'swedbank.us', 'swed-bank.com.', 'swed-bank.com', u'typo', '165.160.15.20')
(u'swedbank.us', 'seedbank.pl.', 'seedbank.pl', u'typo', '95.211.176.130')
(u'swedbank.us', 'swednank.nu.', 'swednank.nu', u'typo', '185.53.178.9')
(u'swedbank.us', 'swedvbank.se.', 'swedvbank.se', u'typo', '185.53.178.6')
(u'swedbank.us', 'swedbank.org.', 'swedbank.org', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'swedbabk.se.', 'swedbabk.se', u'typo', '72.52.179.175')
(u'swedbank.us', 'swedbank.be.', 'swedbank.be', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'saedbank.nu.', 'saedbank.nu', u'typo', '46.30.213.222')
(u'swedbank.us', 'swedbank.net.', 'swedbank.net', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'swedbbank.se.', 'swedbbank.se', u'typo', '185.53.177.29')
(u'swedbank.us', 'swedbank.com.', 'swedbank.com', 'wrongTLD', '164.10.48.26')
(u'swedbank.us', 'swedbank.me.', 'swedbank.me', 'wrongTLD', '165.160.13.20')
(u'swedbank.us', 'seedbank.se.', 'seedbank.se', u'typo', '194.9.94.85')
(u'swedbank.us', 'swedebank.dk.', 'swedebank.dk', u'typo', '164.10.48.26')
(u'swedbank.us', 'seedbank.se.', 'seedbank.se', u'typo', '194.9.94.86')
(u'swedbank.us', 'swed-bank.com.', 'swed-bank.com', u'typo', '165.160.13.20')
(u'swedbank.us', 'swedebank.ch.', 'swedebank.ch', u'typo', '164.10.48.26')
(u'swedbank.us', 'swedbanbk.se.', 'swedbanbk.se', u'typo', '185.53.178.9')
