(u'coursera.org', 'coursera.nl.', 'coursera.nl', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.ws.', 'coursera.ws', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courserra.com.', 'courserra.com', u'typo', '69.162.80.53')
(u'coursera.org', 'coursere.com.', 'coursere.com', u'homo', '185.53.178.8')
(u'coursera.org', 'coursera.li.', 'coursera.li', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courseera.org.', 'courseera.org', u'typo', '23.23.181.85')
(u'coursera.org', 'corsera.org.', 'corsera.org', u'typo', '23.23.181.85')
(u'coursera.org', 'courserar.com.', 'courserar.com', u'typo', '72.52.4.122')
(u'coursera.org', 'courserra.com.', 'courserra.com', u'typo', '69.162.80.59')
(u'coursera.org', 'oursera.com.', 'oursera.com', u'typo', '52.0.7.30')
(u'coursera.org', 'coursera.com.', 'coursera.com', 'wrongTLD', '54.174.155.206')
(u'coursera.org', 'courser.ru.', 'courser.ru', u'typo', '90.156.201.12')
(u'coursera.org', 'courseri.com.', 'courseri.com', u'homo', '69.172.201.153')
(u'coursera.org', 'courseera.com.', 'courseera.com', u'typo', '23.23.181.85')
(u'coursera.org', 'coursera.asia.', 'coursera.asia', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.singles.', 'coursera.singles', 'wrongTLD', '54.174.155.206')
(u'coursera.org', 'courser.cn.', 'courser.cn', u'typo', '139.129.175.87')
(u'coursera.org', 'coursora.org.', 'coursora.org', u'homo', '209.99.40.225')
(u'coursera.org', 'coursers.eu.', 'coursers.eu', u'typo', '172.99.81.162')
(u'coursera.org', 'coursesa.com.', 'coursesa.com', u'bits', '54.72.11.253')
(u'coursera.org', 'coursera.management.', 'coursera.management', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.io.', 'coursera.io', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.com.cn.', 'coursera.com.cn', 'wrongTLD', '34.196.186.133')
(u'coursera.org', 'coursera.net.', 'coursera.net', 'wrongTLD', '23.23.181.85')
(u'coursera.org', 'coursea.pw.', 'coursea.pw', u'typo', '141.8.226.58')
(u'coursera.org', 'courserax.net.', 'courserax.net', u'typo', '184.168.221.52')
(u'coursera.org', 'coursera.ca.', 'coursera.ca', 'wrongTLD', '72.52.4.122')
(u'coursera.org', 'coursera.lt.', 'coursera.lt', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.tech.', 'coursera.tech', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courser.ws.', 'courser.ws', u'typo', '64.70.19.203')
(u'coursera.org', 'coursery.org.', 'coursery.org', u'typo', '50.63.202.39')
(u'coursera.org', 'courera.org.', 'courera.org', u'typo', '23.23.181.85')
(u'coursera.org', 'couersera.org.', 'couersera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'courseea.org.', 'courseea.org', u'typo', '144.76.0.242')
(u'coursera.org', 'coorsera.org.', 'coorsera.org', u'homo', '54.72.9.51')
(u'coursera.org', 'coursera.la.', 'coursera.la', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'couresera.org.', 'couresera.org', u'typo', '54.72.9.51')
(u'coursera.org', 'coursera.ro.', 'coursera.ro', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'm-coursera-mail.org.', 'm-coursera-mail.org', 'combo', '72.52.4.90')
(u'coursera.org', 'cousera.pw.', 'cousera.pw', u'typo', '141.8.226.58')
(u'coursera.org', 'coursear.org.', 'coursear.org', u'typo', '185.53.179.8')
(u'coursera.org', 'cousera.org.', 'cousera.org', u'typo', '23.23.181.85')
(u'coursera.org', 'coursera.video.', 'coursera.video', 'wrongTLD', '69.64.147.242')
(u'coursera.org', 'coursear.com.', 'coursear.com', u'typo', '103.224.212.228')
(u'coursera.org', 'coursera.online.', 'coursera.online', 'wrongTLD', '185.53.179.8')
(u'coursera.org', 'coirsera.com.', 'coirsera.com', u'homo', '141.8.224.93')
(u'coursera.org', 'cousrera.pw.', 'cousrera.pw', u'typo', '141.8.226.58')
(u'coursera.org', 'coursera.design.', 'coursera.design', 'wrongTLD', '54.148.61.160')
(u'coursera.org', 'cpursera.org.', 'cpursera.org', u'typo', '103.224.182.241')
(u'coursera.org', 'cousera.com.', 'cousera.com', u'typo', '23.23.181.85')
(u'coursera.org', 'courseral.com.', 'courseral.com', u'typo', '69.64.146.224')
(u'coursera.org', 'coursra.org.', 'coursra.org', u'typo', '54.72.9.51')
(u'coursera.org', 'couraera.org.', 'couraera.org', u'typo', '72.52.4.122')
(u'coursera.org', 'courserz.org.', 'courserz.org', u'typo', '185.53.178.6')
(u'coursera.org', 'coursera.careers.', 'coursera.careers', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.help.', 'coursera.help', 'wrongTLD', '34.196.186.133')
(u'coursera.org', 'coursesa.co.za.', 'coursesa.co.za', u'bits', '196.22.142.65')
(u'coursera.org', 'courseva.com.', 'courseva.com', u'bits', '208.91.196.105')
(u'coursera.org', 'courseba.com.', 'courseba.com', u'bits', '50.63.202.22')
(u'coursera.org', 'coursera.ch.', 'coursera.ch', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'koursera.org.', 'koursera.org', u'bits', '199.59.242.150')
(u'coursera.org', 'xoursera.org.', 'xoursera.org', u'typo', '199.59.242.150')
(u'coursera.org', 'coursera.be.', 'coursera.be', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courser.ru.', 'courser.ru', u'typo', '90.156.201.124')
(u'coursera.org', 'courseral.org.', 'courseral.org', u'typo', '185.53.178.6')
(u'coursera.org', 'courseri.org.', 'courseri.org', u'homo', '185.53.178.9')
(u'coursera.org', 'courser.nl.', 'courser.nl', u'typo', '195.8.208.36')
(u'coursera.org', 'coursera.technology.', 'coursera.technology', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.fm.', 'coursera.fm', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.training.', 'coursera.training', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courseea.com.', 'courseea.com', u'typo', '185.53.179.6')
(u'coursera.org', 'courseva.org.', 'courseva.org', u'bits', '185.53.178.9')
(u'coursera.org', 'coursra.com.', 'coursra.com', u'typo', '98.124.245.24')
(u'coursera.org', 'couresra.com.', 'couresra.com', u'typo', '141.8.224.169')
(u'coursera.org', 'cursera.org.', 'cursera.org', u'typo', '50.16.53.44')
(u'coursera.org', 'coursery.com.au.', 'coursery.com.au', u'typo', '43.241.54.245')
(u'coursera.org', 'couresera.com.', 'couresera.com', u'typo', '52.0.7.30')
(u'coursera.org', 'coursera.name.', 'coursera.name', 'wrongTLD', '54.174.155.206')
(u'coursera.org', 'coursetra.com.', 'coursetra.com', u'typo', '43.225.53.19')
(u'coursera.org', 'cousrera.org.', 'cousrera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'courser.org.', 'courser.org', u'typo', '185.53.178.6')
(u'coursera.org', 'courseta.com.', 'courseta.com', u'typo', '185.53.179.7')
(u'coursera.org', 'courserq.org.', 'courserq.org', u'bits', '54.72.9.51')
(u'coursera.org', 'coiursera.com.', 'coiursera.com', u'typo', '54.217.222.113')
(u'coursera.org', 'coursera.android.', 'coursera.android', 'wrongTLD', '127.0.53.53')
(u'coursera.org', 'coursera.mg.', 'coursera.mg', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'copursera.org.', 'copursera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursera.fr.', 'coursera.fr', 'wrongTLD', '195.154.32.91')
(u'coursera.org', 'courserw.org.', 'courserw.org', u'typo', '172.107.9.92')
(u'coursera.org', 'cousrera.com.', 'cousrera.com', u'typo', '103.224.182.250')
(u'coursera.org', 'coursero.com.', 'coursero.com', u'homo', '50.16.53.44')
(u'coursera.org', 'coursera.hk.', 'coursera.hk', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.tel.', 'coursera.tel', 'wrongTLD', '52.50.143.27')
(u'coursera.org', 'courser.ru.', 'courser.ru', u'typo', '90.156.201.34')
(u'coursera.org', 'coursera.club.', 'coursera.club', 'wrongTLD', '185.53.179.7')
(u'coursera.org', 'coursera.pl.', 'coursera.pl', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.co.kr.', 'coursera.co.kr', 'wrongTLD', '222.122.84.90')
(u'coursera.org', 'coursera.eu.', 'coursera.eu', 'wrongTLD', '72.52.4.122')
(u'coursera.org', 'courera.pw.', 'courera.pw', u'typo', '141.8.226.58')
(u'coursera.org', 'couresera.org.', 'couresera.org', u'typo', '185.53.179.8')
(u'coursera.org', 'mail.iran-coursera.com.', 'mail.iran-coursera.com', 'combo', '51.254.92.144')
(u'coursera.org', 'cuorsera.org.', 'cuorsera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursira.org.', 'coursira.org', u'homo', '54.72.9.51')
(u'coursera.org', 'coursera.land.', 'coursera.land', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'cursera.com.br.', 'cursera.com.br', u'typo', '108.179.232.88')
(u'coursera.org', 'courseraa.org.', 'courseraa.org', u'typo', '185.53.178.7')
(u'coursera.org', 'coursera.vg.', 'coursera.vg', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'translate-coursera.org.', 'translate-coursera.org', 'combo', '35.166.58.160')
(u'coursera.org', 'coursera.cn.', 'coursera.cn', 'wrongTLD', '34.196.186.133')
(u'coursera.org', 'courser.com.', 'courser.com', u'typo', '162.242.173.16')
(u'coursera.org', 'coersera.org.', 'coersera.org', u'homo', '98.124.245.24')
(u'coursera.org', 'coursera.nu.', 'coursera.nu', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'cuorsera.com.', 'cuorsera.com', u'typo', '98.124.245.24')
(u'coursera.org', 'coursea.net.', 'coursea.net', u'typo', '208.91.197.91')
(u'coursera.org', 'coyrsera.org.', 'coyrsera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'courser.se.', 'courser.se', u'typo', '188.166.52.250')
(u'coursera.org', 'doursera.org.', 'doursera.org', u'typo', '54.72.9.51')
(u'coursera.org', 'coursra.org.', 'coursra.org', u'typo', '185.53.179.7')
(u'coursera.org', 'coursera.hr.', 'coursera.hr', 'wrongTLD', '185.155.225.139')
(u'coursera.org', 'coursera-apcs.com.', 'coursera-apcs.com', 'combo', '184.168.221.35')
(u'coursera.org', 'courser.fm.', 'courser.fm', u'typo', '173.230.131.38')
(u'coursera.org', 'courswra.org.', 'courswra.org', u'typo', '199.59.242.150')
(u'coursera.org', 'cuursera.org.', 'cuursera.org', u'homo', '185.53.178.9')
(u'coursera.org', 'foursera.org.', 'foursera.org', u'typo', '199.59.242.150')
(u'coursera.org', 'cpoursera.org.', 'cpoursera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursera.at.', 'coursera.at', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courserra.com.', 'courserra.com', u'typo', '95.211.219.65')
(u'coursera.org', 'courtsera.org.', 'courtsera.org', u'typo', '185.53.179.7')
(u'coursera.org', 'coursera.net.cn.', 'coursera.net.cn', 'wrongTLD', '34.230.169.43')
(u'coursera.org', 'courserra.com.', 'courserra.com', u'typo', '95.211.219.66')
(u'coursera.org', 'courasera.org.', 'courasera.org', u'typo', '208.73.211.165')
(u'coursera.org', 'courdera.org.', 'courdera.org', u'typo', '199.59.242.150')
(u'coursera.org', 'courserra.com.', 'courserra.com', u'typo', '95.211.219.67')
(u'coursera.org', 'courdera.com.', 'courdera.com', u'typo', '172.107.9.192')
(u'coursera.org', 'iran-coursera.com.', 'iran-coursera.com', 'combo', '51.254.92.144')
(u'coursera.org', 'coursera.tattoo.', 'coursera.tattoo', 'wrongTLD', '54.174.155.206')
(u'coursera.org', 'coursera.je.', 'coursera.je', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courser.cc.', 'courser.cc', u'typo', '23.94.33.81')
(u'coursera.org', 'coursera.de.', 'coursera.de', 'wrongTLD', '185.53.179.6')
(u'coursera.org', 'couursera.org.', 'couursera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursera.tk.', 'coursera.tk', 'wrongTLD', '195.20.45.53')
(u'coursera.org', 'coursera.pub.', 'coursera.pub', 'wrongTLD', '52.69.166.231')
(u'coursera.org', 'courswera.org.', 'courswera.org', u'typo', '199.59.242.150')
(u'coursera.org', 'coursera.hn.', 'coursera.hn', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'corsera.pw.', 'corsera.pw', u'typo', '141.8.226.58')
(u'coursera.org', 'coursera-apcs.org.', 'coursera-apcs.org', 'combo', '184.168.221.44')
(u'coursera.org', 'coursera.academy.', 'coursera.academy', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courserea.org.', 'courserea.org', u'typo', '72.52.4.122')
(u'coursera.org', 'coorsera.org.', 'coorsera.org', u'homo', '185.53.178.7')
(u'coursera.org', 'courserra.org.', 'courserra.org', u'typo', '69.64.147.242')
(u'coursera.org', 'courser.us.', 'courser.us', u'typo', '69.163.155.218')
(u'coursera.org', 'coiursera.com.', 'coiursera.com', u'typo', '54.72.9.51')
(u'coursera.org', 'courseta.org.', 'courseta.org', u'typo', '72.52.4.122')
(u'coursera.org', 'coursera.tw.', 'coursera.tw', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courserea.com.', 'courserea.com', u'typo', '72.52.4.122')
(u'coursera.org', 'coursera.cm.', 'coursera.cm', 'wrongTLD', '199.59.242.150')
(u'coursera.org', 'soursera.org.', 'soursera.org', u'bits', '103.224.182.241')
(u'coursera.org', 'coursera.company.', 'coursera.company', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courser.xyz.', 'courser.xyz', u'typo', '23.94.33.81')
(u'coursera.org', 'corusera.org.', 'corusera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursea.com.', 'coursea.com', u'typo', '50.63.202.6')
(u'coursera.org', 'courser.pw.', 'courser.pw', u'typo', '141.8.226.58')
(u'coursera.org', 'ccoursera.org.', 'ccoursera.org', u'typo', '199.59.242.150')
(u'coursera.org', 'coursrea.com.', 'coursrea.com', u'typo', '72.52.4.122')
(u'coursera.org', 'c0ursera.org.', 'c0ursera.org', u'homo', '199.59.242.150')
(u'coursera.org', 'courcera.com.', 'courcera.com', u'bits', '103.224.182.241')
(u'coursera.org', 'translate-coursera.org.', 'translate-coursera.org', 'combo', '35.164.78.104')
(u'coursera.org', 'courserta.org.', 'courserta.org', u'typo', '209.99.40.227')
(u'coursera.org', 'courasera.org.', 'courasera.org', u'typo', '208.73.211.177')
(u'coursera.org', 'dev-coursera.com.', 'dev-coursera.com', 'combo', '184.168.221.43')
(u'coursera.org', 'espaces-verts-courserant-sudouest.com.', 'espaces-verts-courserant-sudouest.com', 'combo', '5.135.66.9')
(u'coursera.org', 'coursera.com.cn.', 'coursera.com.cn', 'wrongTLD', '34.230.169.43')
(u'coursera.org', 'coirsera.org.', 'coirsera.org', u'homo', '199.59.242.150')
(u'coursera.org', 'coorsera.com.', 'coorsera.com', u'homo', '98.124.245.24')
(u'coursera.org', 'coursewra.com.', 'coursewra.com', u'typo', '103.224.212.193')
(u'coursera.org', 'courrsera.org.', 'courrsera.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursea.org.', 'coursea.org', u'typo', '23.23.181.85')
(u'coursera.org', 'coursera.education.', 'coursera.education', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'courserar.org.', 'courserar.org', u'typo', '185.53.179.7')
(u'coursera.org', 'couresra.org.', 'couresra.org', u'typo', '98.124.245.24')
(u'coursera.org', 'coursera.gr.', 'coursera.gr', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.sexy.', 'coursera.sexy', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursero.org.', 'coursero.org', u'homo', '23.23.181.85')
(u'coursera.org', 'coursera.community.', 'coursera.community', 'wrongTLD', '209.15.20.238')
(u'coursera.org', 'coursers.org.', 'coursers.org', u'typo', '72.52.4.122')
(u'coursera.org', 'cursera.com.', 'cursera.com', u'typo', '23.23.181.85')
(u'coursera.org', 'corsera.net.', 'corsera.net', u'typo', '85.235.131.247')
(u'coursera.org', 'courasera.org.', 'courasera.org', u'typo', '208.73.210.202')
(u'coursera.org', 'coursera.center.', 'coursera.center', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursera.tips.', 'coursera.tips', 'wrongTLD', '217.70.184.38')
(u'coursera.org', 'coursesra.org.', 'coursesra.org', u'typo', '52.0.7.30')
(u'coursera.org', 'courserq.org.', 'courserq.org', u'bits', '185.53.178.7')
(u'coursera.org', 'corsera.com.', 'corsera.com', u'typo', '85.235.131.247')
(u'coursera.org', 'courtsera.org.', 'courtsera.org', u'typo', '54.72.9.51')
(u'coursera.org', 'courseea.org.', 'courseea.org', u'typo', '144.76.1.130')
(u'coursera.org', 'coursrea.org.', 'coursrea.org', u'typo', '199.59.242.150')
(u'coursera.org', 'ciursera.org.', 'ciursera.org', u'homo', '199.59.242.150')
(u'coursera.org', 'courcera.org.', 'courcera.org', u'bits', '72.52.4.122')
(u'coursera.org', 'courseray.com.', 'courseray.com', u'typo', '138.201.142.125')
(u'coursera.org', 'couesera.org.', 'couesera.org', u'typo', '72.52.4.122')
(u'coursera.org', 'coursere.org.', 'coursere.org', u'homo', '185.53.179.7')
